154 : 202808787 - [16936677, 21208485, 21377450, 23597326, 27186457, 26426441, 33604457, 30989514, 18418657]
155 : 219745464 - [21208485, 21377450, 23597326, 27186457, 26426441, 33604457, 30989514, 39627142, 16936677]
156 : 240953949 - [21377450, 23597326, 27186457, 26426441, 33604457, 30989514, 39627142, 38314127, 21208485]
157 : 262331399 - [23597326, 27186457, 26426441, 33604457, 30989514, 39627142, 38314127, 44805811, 21377450]
158 : 285928725 - [27186457, 26426441, 33604457, 30989514, 39627142, 38314127, 44805811, 48563907, 23597326]
159 : 313115182 - [26426441, 33604457, 30989514, 39627142, 38314127, 44805811, 48563907, 50023767, 27186457]
160 : 339541623 - [33604457, 30989514, 39627142, 38314127, 44805811, 48563907, 50023767, 60790914, 26426441]
161 : 373146080 - [30989514, 39627142, 38314127, 44805811, 48563907, 50023767, 60790914, 57415955, 33604457]
162 : 404135594 - [39627142, 38314127, 44805811, 48563907, 50023767, 60790914, 57415955, 73231599, 30989514]
163 : 443762736 - [38314127, 44805811, 48563907, 50023767, 60790914, 57415955, 73231599, 69303641, 39627142]
164 : 482076863 - [44805811, 48563907, 50023767, 60790914, 57415955, 73231599, 69303641, 84432953, 38314127]
165 : 526882674 - [48563907, 50023767, 60790914, 57415955, 73231599, 69303641, 84432953, 86878034, 44805811]
166 : 575446581 - [50023767, 60790914, 57415955, 73231599, 69303641, 84432953, 86878034, 94829578, 48563907]
167 : 625470348 - [60790914, 57415955, 73231599, 69303641, 84432953, 86878034, 94829578, 109354821, 50023767]
168 : 686261262 - [57415955, 73231599, 69303641, 84432953, 86878034, 94829578, 109354821, 107439722, 60790914]
169 : 743677217 - [73231599, 69303641, 84432953, 86878034, 94829578, 109354821, 107439722, 134022513, 57415955]
170 : 816908816 - [69303641, 84432953, 86878034, 94829578, 109354821, 107439722, 134022513, 126719596, 73231599]
171 : 886212457 - [84432953, 86878034, 94829578, 109354821, 107439722, 134022513, 126719596, 157664552, 69303641]
172 : 970645410 - [86878034, 94829578, 109354821, 107439722, 134022513, 126719596, 157664552, 156181675, 84432953]
173 : 1057523444 - [94829578, 109354821, 107439722, 134022513, 126719596, 157664552, 156181675, 179262531, 86878034]
174 : 1152353022 - [109354821, 107439722, 134022513, 126719596, 157664552, 156181675, 179262531, 196232855, 94829578]
175 : 1261707843 - [107439722, 134022513, 126719596, 157664552, 156181675, 179262531, 196232855, 202269300, 109354821]
176 : 1369147565 - [134022513, 126719596, 157664552, 156181675, 179262531, 196232855, 202269300, 243377334, 107439722]
177 : 1503170078 - [126719596, 157664552, 156181675, 179262531, 196232855, 202269300, 243377334, 234159318, 134022513]
178 : 1629889674 - [157664552, 156181675, 179262531, 196232855, 202269300, 243377334, 234159318, 291687065, 126719596]
179 : 1787554226 - [156181675, 179262531, 196232855, 202269300, 243377334, 234159318, 291687065, 282901271, 157664552]
180 : 1943735901 - [179262531, 196232855, 202269300, 243377334, 234159318, 291687065, 282901271, 336927083, 156181675]
181 : 2122998432 - [196232855, 202269300, 243377334, 234159318, 291687065, 282901271, 336927083, 352414530, 179262531]
182 : 2319231287 - [202269300, 243377334, 234159318, 291687065, 282901271, 336927083, 352414530, 381531831, 196232855]
183 : 2521500587 - [243377334, 234159318, 291687065, 282901271, 336927083, 352414530, 381531831, 439610189, 202269300]
184 : 2764877921 - [234159318, 291687065, 282901271, 336927083, 352414530, 381531831, 439610189, 436428618, 243377334]
185 : 2999037239 - [291687065, 282901271, 336927083, 352414530, 381531831, 439610189, 436428618, 535064399, 234159318]
186 : 3290724304 - [282901271, 336927083, 352414530, 381531831, 439610189, 436428618, 535064399, 517060589, 291687065]
187 : 3573625575 - [336927083, 352414530, 381531831, 439610189, 436428618, 535064399, 517060589, 628614148, 282901271]
188 : 3910552658 - [352414530, 381531831, 439610189, 436428618, 535064399, 517060589, 628614148, 635315801, 336927083]
189 : 4262967188 - [381531831, 439610189, 436428618, 535064399, 517060589, 628614148, 635315801, 718458914, 352414530]
190 : 4644499019 - [439610189, 436428618, 535064399, 517060589, 628614148, 635315801, 718458914, 792024719, 381531831]
191 : 5084109208 - [436428618, 535064399, 517060589, 628614148, 635315801, 718458914, 792024719, 817960449, 439610189]
192 : 5520537826 - [535064399, 517060589, 628614148, 635315801, 718458914, 792024719, 817960449, 974674588, 436428618]
193 : 6055602225 - [517060589, 628614148, 635315801, 718458914, 792024719, 817960449, 974674588, 953489207, 535064399]
194 : 6572662814 - [628614148, 635315801, 718458914, 792024719, 817960449, 974674588, 953489207, 1163678547, 517060589]
195 : 7201276962 - [635315801, 718458914, 792024719, 817960449, 974674588, 953489207, 1163678547, 1152376390, 628614148]
196 : 7836592763 - [718458914, 792024719, 817960449, 974674588, 953489207, 1163678547, 1152376390, 1347073062, 635315801]
197 : 8555051677 - [792024719, 817960449, 974674588, 953489207, 1163678547, 1152376390, 1347073062, 1427340520, 718458914]
198 : 9347076396 - [817960449, 974674588, 953489207, 1163678547, 1152376390, 1347073062, 1427340520, 1536419363, 792024719]
199 : 10165036845 - [974674588, 953489207, 1163678547, 1152376390, 1347073062, 1427340520, 1536419363, 1766699307, 817960449]
200 : 11139711433 - [953489207, 1163678547, 1152376390, 1347073062, 1427340520, 1536419363, 1766699307, 1771449656, 974674588]
201 : 12093200640 - [1163678547, 1152376390, 1347073062, 1427340520, 1536419363, 1766699307, 1771449656, 2138353135, 953489207]
202 : 13256879187 - [1152376390, 1347073062, 1427340520, 1536419363, 1766699307, 1771449656, 2138353135, 2105865597, 1163678547]
203 : 14409255577 - [1347073062, 1427340520, 1536419363, 1766699307, 1771449656, 2138353135, 2105865597, 2510751609, 1152376390]
204 : 15756328639 - [1427340520, 1536419363, 1766699307, 1771449656, 2138353135, 2105865597, 2510751609, 2579716910, 1347073062]
205 : 17183669159 - [1536419363, 1766699307, 1771449656, 2138353135, 2105865597, 2510751609, 2579716910, 2883492425, 1427340520]
206 : 18720088522 - [1766699307, 1771449656, 2138353135, 2105865597, 2510751609, 2579716910, 2883492425, 3194039827, 1536419363]
207 : 20486787829 - [1771449656, 2138353135, 2105865597, 2510751609, 2579716910, 2883492425, 3194039827, 3307869019, 1766699307]
208 : 22258237485 - [2138353135, 2105865597, 2510751609, 2579716910, 2883492425, 3194039827, 3307869019, 3905052442, 1771449656]
209 : 24396590620 - [2105865597, 2510751609, 2579716910, 2883492425, 3194039827, 3307869019, 3905052442, 3877315253, 2138353135]
210 : 26502456217 - [2510751609, 2579716910, 2883492425, 3194039827, 3307869019, 3905052442, 3877315253, 4649104744, 2105865597]
211 : 29013207826 - [2579716910, 2883492425, 3194039827, 3307869019, 3905052442, 3877315253, 4649104744, 4685582507, 2510751609]
212 : 31592924736 - [2883492425, 3194039827, 3307869019, 3905052442, 3877315253, 4649104744, 4685582507, 5394244034, 2579716910]
213 : 34476417161 - [3194039827, 3307869019, 3905052442, 3877315253, 4649104744, 4685582507, 5394244034, 5773756737, 2883492425]
214 : 37670456988 - [3307869019, 3905052442, 3877315253, 4649104744, 4685582507, 5394244034, 5773756737, 6191361444, 3194039827]
215 : 40978326007 - [3905052442, 3877315253, 4649104744, 4685582507, 5394244034, 5773756737, 6191361444, 7099092269, 3307869019]
216 : 44883378449 - [3877315253, 4649104744, 4685582507, 5394244034, 5773756737, 6191361444, 7099092269, 7185184272, 3905052442]
217 : 48760693702 - [4649104744, 4685582507, 5394244034, 5773756737, 6191361444, 7099092269, 7185184272, 8554157186, 3877315253]
218 : 53409798446 - [4685582507, 5394244034, 5773756737, 6191361444, 7099092269, 7185184272, 8554157186, 8562897760, 4649104744]
219 : 58095380953 - [5394244034, 5773756737, 6191361444, 7099092269, 7185184272, 8554157186, 8562897760, 10043348778, 4685582507]
220 : 63489624987 - [5773756737, 6191361444, 7099092269, 7185184272, 8554157186, 8562897760, 10043348778, 10459339244, 5394244034]
221 : 69263381724 - [6191361444, 7099092269, 7185184272, 8554157186, 8562897760, 10043348778, 10459339244, 11585605478, 5773756737]
222 : 75454743168 - [7099092269, 7185184272, 8554157186, 8562897760, 10043348778, 10459339244, 11585605478, 12872849006, 6191361444]
223 : 82553835437 - [7185184272, 8554157186, 8562897760, 10043348778, 10459339244, 11585605478, 12872849006, 13376545716, 7099092269]
224 : 89739019709 - [8554157186, 8562897760, 10043348778, 10459339244, 11585605478, 12872849006, 13376545716, 15653249455, 7185184272]
225 : 98293176895 - [8562897760, 10043348778, 10459339244, 11585605478, 12872849006, 13376545716, 15653249455, 15748082032, 8554157186]
226 : 106856074655 - [10043348778, 10459339244, 11585605478, 12872849006, 13376545716, 15653249455, 15748082032, 18597505964, 8562897760]
227 : 116899423433 - [10459339244, 11585605478, 12872849006, 13376545716, 15653249455, 15748082032, 18597505964, 19022237004, 10043348778]
228 : 127358762677 - [11585605478, 12872849006, 13376545716, 15653249455, 15748082032, 18597505964, 19022237004, 21628954256, 10459339244]
229 : 138944368155 - [12872849006, 13376545716, 15653249455, 15748082032, 18597505964, 19022237004, 21628954256, 23332188250, 11585605478]
230 : 151817217161 - [13376545716, 15653249455, 15748082032, 18597505964, 19022237004, 21628954256, 23332188250, 24962151194, 12872849006]
231 : 165193762877 - [15653249455, 15748082032, 18597505964, 19022237004, 21628954256, 23332188250, 24962151194, 28526098461, 13376545716]
232 : 180847012332 - [15748082032, 18597505964, 19022237004, 21628954256, 23332188250, 24962151194, 28526098461, 29124627748, 15653249455]
233 : 196595094364 - [18597505964, 19022237004, 21628954256, 23332188250, 24962151194, 28526098461, 29124627748, 34250755419, 15748082032]
234 : 215192600328 - [19022237004, 21628954256, 23332188250, 24962151194, 28526098461, 29124627748, 34250755419, 34770319036, 18597505964]
235 : 234214837332 - [21628954256, 23332188250, 24962151194, 28526098461, 29124627748, 34250755419, 34770319036, 40226460220, 19022237004]
236 : 255843791588 - [23332188250, 24962151194, 28526098461, 29124627748, 34250755419, 34770319036, 40226460220, 42354425254, 21628954256]
237 : 279175979838 - [24962151194, 28526098461, 29124627748, 34250755419, 34770319036, 40226460220, 42354425254, 46591105450, 23332188250]
238 : 304138131032 - [28526098461, 29124627748, 34250755419, 34770319036, 40226460220, 42354425254, 46591105450, 51858286711, 24962151194]
239 : 332664229493 - [29124627748, 34250755419, 34770319036, 40226460220, 42354425254, 46591105450, 51858286711, 54086778942, 28526098461]
240 : 361788857241 - [34250755419, 34770319036, 40226460220, 42354425254, 46591105450, 51858286711, 54086778942, 62776853880, 29124627748]
241 : 396039612660 - [34770319036, 40226460220, 42354425254, 46591105450, 51858286711, 54086778942, 62776853880, 63894946784, 34250755419]
242 : 430809931696 - [40226460220, 42354425254, 46591105450, 51858286711, 54086778942, 62776853880, 63894946784, 74477215639, 34770319036]
243 : 471036391916 - [42354425254, 46591105450, 51858286711, 54086778942, 62776853880, 63894946784, 74477215639, 77124744290, 40226460220]
244 : 513390817170 - [46591105450, 51858286711, 54086778942, 62776853880, 63894946784, 74477215639, 77124744290, 86817565670, 42354425254]
245 : 559981922620 - [51858286711, 54086778942, 62776853880, 63894946784, 74477215639, 77124744290, 86817565670, 94212711965, 46591105450]
246 : 611840209331 - [54086778942, 62776853880, 63894946784, 74477215639, 77124744290, 86817565670, 94212711965, 100677884392, 51858286711]
247 : 665926988273 - [62776853880, 63894946784, 74477215639, 77124744290, 86817565670, 94212711965, 100677884392, 114635140591, 54086778942]
248 : 728703842153 - [63894946784, 74477215639, 77124744290, 86817565670, 94212711965, 100677884392, 114635140591, 117981725726, 62776853880]
249 : 792598788937 - [74477215639, 77124744290, 86817565670, 94212711965, 100677884392, 114635140591, 117981725726, 137254069519, 63894946784]
250 : 867076004576 - [77124744290, 86817565670, 94212711965, 100677884392, 114635140591, 117981725726, 137254069519, 141019691074, 74477215639]
251 : 944200748866 - [86817565670, 94212711965, 100677884392, 114635140591, 117981725726, 137254069519, 141019691074, 161294781309, 77124744290]
252 : 1031018314536 - [94212711965, 100677884392, 114635140591, 117981725726, 137254069519, 141019691074, 161294781309, 171337456255, 86817565670]
253 : 1125231026501 - [100677884392, 114635140591, 117981725726, 137254069519, 141019691074, 161294781309, 171337456255, 187495450062, 94212711965]
254 : 1225908910893 - [114635140591, 117981725726, 137254069519, 141019691074, 161294781309, 171337456255, 187495450062, 208847852556, 100677884392]
255 : 1340544051484 - [117981725726, 137254069519, 141019691074, 161294781309, 171337456255, 187495450062, 208847852556, 218659610118, 114635140591]
256 : 1458525777210 - [137254069519, 141019691074, 161294781309, 171337456255, 187495450062, 208847852556, 218659610118, 251889210110, 117981725726]
